car_make,car_model,car_year,price,location,salesperson,purchase_date,customer_name,customer_email,sales_channel
Ford,Galaxie,2000,58727.59,Miami,Ursuline Skelington,7/1/2005,Horton Gentile,hgentilehf@domainmarket.com,Dealership
Lexus,IS-F,1927,46012.63,Los Angeles,Ganny McKee,10/11/2012,Brandon Castanone,bcastanonehg@illinois.edu,Auction
Buick,Somerset,1922,48509.6,Chicago,Sonia Ygou,3/7/2003,Felice Traill,ftraillhh@amazon.co.uk,Online
Mercury,Grand Marquis,1986,17763.24,Chicago,Sharlene Lambdon,12/7/2017,Ogdon Manifould,omanifouldhi@economist.com,Dealership
Nissan,Armada,1954,21026.7,Los Angeles,Elisha See,6/18/2012,Barbabra Mallard,bmallardhj@skyrock.com,Auction
Dodge,Viper,1960,34941.28,Los Angeles,Pippa Britland,2/17/2014,Kev Suatt,ksuatthk@ameblo.jp,Online
Dodge,Ram 1500,1935,4705.37,Los Angeles,Barrie Afield,1/11/2010,Atalanta Laytham,alaythamhl@dagondesign.com,Auction
Audi,200,1902,90215.32,Houston,Geri Tern,2/22/2012,Gratia Lawrance,glawrancehm@ucla.edu,Auction
Dodge,Ram 3500,1948,30155.61,New York,Myrle Broe,2/1/2013,Bev Strother,bstrotherhn@oaic.gov.au,Auction
Pontiac,G6,1970,55405.16,New York,Camala Godbald,11/28/2010,Emelyne Farrants,efarrantsho@hexun.com,Dealership
Toyota,FJ Cruiser,1975,40998.01,New York,Bernhard Jeffs,4/19/2006,Tanner Nicolls,tnicollshp@nymag.com,Auction
Chevrolet,Volt,1995,60314.57,Houston,Estell Dilleston,12/19/2015,Teirtza Villa,tvillahq@wsj.com,Auction
Cadillac,CTS-V,1992,23522.12,Los Angeles,Elnar Peggrem,2/19/2002,Ernaline Benech,ebenechhr@posterous.com,Dealership
GMC,Sierra 3500,1958,83829.72,New York,Charity Lorans,10/13/2019,Daisey Sokill,dsokillhs@earthlink.net,Dealership
Volvo,XC70,1918,78666.83,Los Angeles,Gianna Kynton,2/13/2009,Hyacinthe McKennan,hmckennanht@ask.com,Dealership
Mitsubishi,Eclipse,1964,11011.33,New York,Padget Josum,4/7/2002,Myrvyn Zorzin,mzorzinhu@illinois.edu,Dealership
Mercedes-Benz,G-Class,1956,89180.46,Los Angeles,Ezechiel Wakeley,10/21/2022,Debby Chappelle,dchappellehv@discovery.com,Online
Cadillac,Eldorado,1980,94579.16,Los Angeles,Victor Finnick,12/14/2022,Illa Akett,iaketthw@fda.gov,Online
Mitsubishi,RVR,1909,66466.89,New York,Perle Oaks,1/5/2014,Iosep Shervil,ishervilhx@moonfruit.com,Online
Rolls-Royce,Phantom,1984,56557.61,New York,Emery Burg,4/7/2011,Alonzo Danett,adanetthy@xinhuanet.com,Dealership
Dodge,Dakota Club,1914,82027.53,Miami,Therine Clifforth,3/29/2009,Thomas Staden,tstadenhz@macromedia.com,Dealership
Mitsubishi,Galant,1982,4895.14,Houston,Herrick Salzberger,4/28/2000,Terrye Sergeant,tsergeanti0@ft.com,Auction
Chrysler,Sebring,1966,35594.92,Chicago,Estrellita Orae,10/24/2001,Andras Duplan,aduplani1@jugem.jp,Auction
Porsche,911,1973,43768.44,Los Angeles,Oswald Haresnaip,10/6/2020,Lizzy Forsythe,lforsythei2@wired.com,Dealership
Pontiac,Aztek,1985,97449.26,New York,Ciel Kitchener,11/26/2016,Idell Earney,iearneyi3@nps.gov,Auction
Volvo,V40,1993,11684.8,New York,Darb Roubeix,6/9/2019,Raf Paszek,rpaszeki4@surveymonkey.com,Dealership
Mercedes-Benz,G-Class,1966,3437.46,Houston,Tabbatha Bladge,12/26/2018,Lotta Whetland,lwhetlandi5@yahoo.com,Online
Mazda,RX-7,1991,14869.41,Miami,Hillier Castellanos,12/2/2015,Hewe Mazdon,hmazdoni6@theatlantic.com,Auction
Jeep,Commander,1910,62932.23,Chicago,Marnia Mustchin,7/19/2007,Rebe Ruter,rruteri7@i2i.jp,Dealership
Subaru,Legacy,2014,12489.43,Miami,Melantha Cardinal,3/19/2004,Holly Dreinan,hdreinani8@google.ca,Dealership
Ford,F450,2016,11071.88,Los Angeles,Catrina Guillard,1/29/2012,Teodoro Burren,tburreni9@whitehouse.gov,Dealership
Volvo,V90,1937,70242.17,Los Angeles,Etan Dykes,10/26/2014,Darcy Sutehall,dsutehallia@arizona.edu,Online
Volvo,S70,2000,28740.5,Miami,Arley Knotte,5/4/2002,Shannan MacGeaney,smacgeaneyib@nsw.gov.au,Dealership
Dodge,Avenger,1910,47071.8,Miami,Cari Keech,10/20/2013,Marylee Liddard,mliddardic@booking.com,Dealership
Toyota,Corolla,1925,48005.41,Los Angeles,Frederigo Davydkov,12/9/2015,Deb Mucklestone,dmucklestoneid@mozilla.org,Dealership
Toyota,MR2,1932,31582.34,Los Angeles,Audrye Brehault,6/18/2006,Zonda Abramovic,zabramovicie@miibeian.gov.cn,Dealership
Mitsubishi,Mirage,1980,5250.19,Houston,Antonius Sneezem,4/6/2011,Rodge Braams,rbraamsif@opensource.org,Online
BMW,6 Series,2009,56609.64,Los Angeles,Ardisj Gouck,10/15/2004,Norine Hurdle,nhurdleig@macromedia.com,Auction
Aston Martin,V8 Vantage,2013,19861.26,Chicago,Nicol Farmloe,11/23/2014,Hastie Iwanowicz,hiwanowiczih@disqus.com,Dealership
Audi,A4,1982,35807.17,Los Angeles,Glennie Pate,1/3/2009,Beatriz Ballard,bballardii@google.nl,Dealership
Aston Martin,DBS,1918,97318.03,New York,Hedi Mableson,12/23/2011,Ozzy Thick,othickij@flickr.com,Online
Chrysler,Town & Country,1964,89513.17,New York,Jacquie Derry,9/21/2005,Opalina Meldrum,omeldrumik@bravesites.com,Online
Toyota,Corolla,1936,46058.68,Miami,Harbert Loynton,2/24/2019,Giulia Gulliman,ggullimanil@wp.com,Auction
Volkswagen,Cabriolet,1955,48071.57,Houston,Becka Allberry,10/10/2010,Danica Oakley,doakleyim@google.de,Auction
Subaru,Legacy,1923,79077.46,Los Angeles,Worth Oultram,12/19/2004,Had Nuttall,hnuttallin@thetimes.co.uk,Online
Mercury,Sable,1927,57170.86,Chicago,Lind Boar,7/10/2022,Alana McAvinchey,amcavincheyio@deliciousdays.com,Dealership
Chevrolet,Silverado 1500,1965,92728.09,Los Angeles,Adrianne Sams,6/13/2014,George Choppen,gchoppenip@google.es,Auction
Audi,A8,2020,25223.68,Houston,Pascale Galbreth,4/3/2005,Valle Lettsom,vlettsomiq@jiathis.com,Dealership
Audi,S6,1984,17248.74,Chicago,Laural Glabach,7/10/2009,Rubina Umbers,rumbersir@drupal.org,Dealership
Smart,Fortwo,1949,10200.85,Miami,Vanny McIlharga,3/30/2018,Fairfax Soper,fsoperis@e-recht24.de,Dealership
Saab,9-3,1976,37343.46,Miami,Stacie Sutter,10/24/2013,Kiel Cettell,kcettellit@amazon.co.jp,Online
Acura,MDX,1952,39445.66,New York,Oates Bigglestone,11/6/2011,Cissy Alloisi,calloisiiu@aboutads.info,Dealership
Lexus,LS,1952,52580.66,Los Angeles,Wilt Lenoir,12/20/2018,Lazar Klaessen,lklaesseniv@indiatimes.com,Auction
Dodge,Viper,1961,44086.74,Houston,Bonni Humpatch,5/17/2015,Tana Sloat,tsloatiw@sphinn.com,Auction
Lincoln,MKX,1982,57167.94,Houston,Andrea Milward,3/3/2018,Daisey Newey,dneweyix@friendfeed.com,Dealership
Nissan,Altima,1942,27841.26,Houston,Case Thurber,11/22/2005,Matias Fuster,mfusteriy@unblog.fr,Dealership
Ford,F-Series,1970,78547.17,Los Angeles,Penrod Rosel,6/1/2022,Pedro Shirrell,pshirrelliz@wikimedia.org,Online
Buick,Reatta,1935,66502.29,Houston,Clarke Tinman,6/25/2018,Sunshine Mynett,smynettj0@hc360.com,Online
Toyota,Sienna,1952,4228.07,Chicago,Francine Ginman,2/6/2015,Meade Kedge,mkedgej1@sakura.ne.jp,Dealership
Suzuki,Vitara,1959,78059.57,Los Angeles,Paulina Emerson,10/24/2015,Alastair Skirling,askirlingj2@earthlink.net,Auction
Chevrolet,Silverado 3500,1911,78555.7,New York,Robinia Letherbury,7/3/2005,Gabie Steger,gstegerj3@uiuc.edu,Auction
Hummer,H1,1921,45052.7,New York,Kelcey Avey,8/10/2005,Halimeda McEntegart,hmcentegartj4@noaa.gov,Dealership
Chevrolet,Equinox,2009,23435.95,New York,Thorstein Nielson,11/26/2017,Mikol Manginot,mmanginotj5@posterous.com,Dealership
Ford,Escape,1921,3473.51,Miami,Brittne Welldrake,3/18/2019,Mariel Handling,mhandlingj6@studiopress.com,Dealership
Nissan,Xterra,2021,84926.08,Chicago,Rudy Lafranconi,6/11/2002,Sadye Colborn,scolbornj7@aboutads.info,Online
GMC,Sierra 3500,1972,22354.43,Miami,See Whelpton,11/28/2005,Alexio Thiolier,athiolierj8@thetimes.co.uk,Auction
Volvo,S40,1991,93415.67,Los Angeles,Inna Nickols,5/12/2020,Corrina Sheryn,csherynj9@narod.ru,Dealership
Mercedes-Benz,GL-Class,1952,1516.56,New York,Judith Dulling,6/17/2002,Nobie Illingworth,nillingworthja@comcast.net,Online
Buick,LeSabre,1998,39626.24,New York,Shepperd Iacobetto,11/14/2022,Ruperto Lowne,rlownejb@studiopress.com,Dealership
Suzuki,Daewoo Lacetti,1950,22362.11,Chicago,Phil Hand,7/7/2013,Julina Style,jstylejc@sciencedaily.com,Auction
Chevrolet,Express 1500,1975,24481.01,Los Angeles,Silvano Spat,4/16/2007,Klemens Tynan,ktynanjd@webnode.com,Auction
Bentley,Azure T,1920,54872.4,Houston,Benedetto Daulton,6/6/2010,Adi Pavy,apavyje@quantcast.com,Online
Aptera,Typ-1,1905,34498.54,Houston,Cynthia Tattersdill,11/24/2013,Daloris Mathevet,dmathevetjf@intel.com,Dealership
Mitsubishi,Lancer Evolution,1930,8827.54,New York,Dacy Soeiro,8/11/2003,Farlee Paternoster,fpaternosterjg@addtoany.com,Dealership
Nissan,Sentra,1929,7541.97,Los Angeles,Etti Fairfoul,4/20/2017,Lacee Tuiller,ltuillerjh@cisco.com,Auction
Hyundai,Tiburon,1981,95564.94,Miami,Niall Criple,10/29/2009,Morten Rosendorf,mrosendorfji@soundcloud.com,Auction
Lamborghini,Diablo,1985,52785.95,Chicago,Ken Gillbard,2/3/2002,Paolina Dalston,pdalstonjj@altervista.org,Auction
Porsche,911,1977,64807.91,Houston,Breena O'Mara,4/18/2004,Zulema Liebmann,zliebmannjk@vkontakte.ru,Auction
Infiniti,I,1989,44381.75,Chicago,Thelma Ozanne,5/2/2018,Miguelita Lintott,mlintottjl@ucoz.ru,Auction
GMC,Savana 3500,1909,69761.44,Chicago,Gunilla Fellon,7/22/2009,Eddy Latchmore,elatchmorejm@bravesites.com,Online
Ford,Explorer,1965,28302.18,Houston,June Tabbernor,2/19/2003,Delinda Warfield,dwarfieldjn@flickr.com,Auction
Lamborghini,Diablo,1962,83523.91,Los Angeles,Winston Goskar,12/18/2017,Lek Estabrook,lestabrookjo@blogs.com,Auction
Lotus,Exige,2004,58404.22,Houston,Issie Riccardini,10/1/2020,Ransell Krol,rkroljp@yahoo.co.jp,Auction
Mitsubishi,Eclipse,1926,73694.53,Chicago,Corinne Wabersich,11/7/2004,Caye Boarder,cboarderjq@noaa.gov,Online
Volvo,V70,1932,39864.38,Chicago,Alanson Berisford,7/12/2019,Edmund Greggersen,egreggersenjr@nydailynews.com,Dealership
Mitsubishi,Outlander Sport,1963,16554.54,Chicago,Clareta MacWhan,9/20/2019,Janaye Niemiec,jniemiecjs@netvibes.com,Auction
Mercedes-Benz,M-Class,1982,92551.36,Miami,Fey Groger,9/23/2002,Marysa Wannop,mwannopjt@howstuffworks.com,Dealership
Mercedes-Benz,GLK-Class,1929,93055.13,Chicago,Chelsey Cash,1/19/2008,Crichton Daenen,cdaenenju@nymag.com,Online
Chevrolet,Monte Carlo,2022,32050.07,New York,Danette Callender,3/17/2012,Robinett Hatfield,rhatfieldjv@wufoo.com,Dealership
Daihatsu,Charade,1970,51784.1,Los Angeles,Cad Hanham,1/6/2018,Quincy Basile,qbasilejw@dot.gov,Online
Pontiac,Tempest,1942,24619.65,Chicago,Marlowe Lerven,6/5/2008,Dalia Vigers,dvigersjx@mlb.com,Dealership
Ford,Contour,1960,55988.12,New York,Joellen Brear,12/13/2016,Leah Offord,loffordjy@pcworld.com,Online
GMC,Vandura 3500,1969,47692.4,Miami,Bronny Scanes,7/19/2010,Warner Bidewel,wbideweljz@nbcnews.com,Online
Volvo,S80,1976,92112.35,Houston,Jason Allner,12/14/2006,Mayor Simoncello,msimoncellok0@bloglines.com,Online
Chevrolet,S10,1963,6967.6,Miami,Cahra Selbach,10/25/2019,Minne Petford,mpetfordk1@ftc.gov,Auction
Cadillac,CTS,1931,98032.57,New York,Geoff Penhaligon,10/23/2022,Kathe Lifton,kliftonk2@freewebs.com,Dealership
Scion,xD,1934,64047.39,New York,Kippie Newburn,1/4/2004,Kellen Hatzar,khatzark3@symantec.com,Online
Kia,Optima,1933,27359.16,Chicago,Kelvin Marusic,1/24/2010,Wandie Peotz,wpeotzk4@newsvine.com,Online
Bentley,Continental Super,1922,3589.36,New York,Kurtis Nettleship,11/1/2017,Rennie Bessett,rbessettk5@4shared.com,Online
Hyundai,Equus,1956,16715.1,New York,Rodolfo Cerro,5/17/2011,Farra McDavid,fmcdavidk6@fc2.com,Online
Chevrolet,Suburban 2500,1987,44618.3,Miami,Amery Claybourn,11/17/2004,Jemmie Divis,jdivisk7@geocities.jp,Auction
BMW,Z4 M,2015,41841.29,New York,Diarmid Cakebread,5/2/2007,Damien Stoyle,dstoylek8@wired.com,Auction
Chevrolet,Monte Carlo,1945,63078.15,Miami,Hazlett Midden,7/25/2021,Caritta Rimes,crimesk9@yandex.ru,Auction
Pontiac,G5,2017,52471.81,New York,Noell Clemendot,3/27/2005,Nealson Wallworth,nwallworthka@archive.org,Dealership
Dodge,Caliber,2003,20004.72,Miami,Doretta Winsley,1/16/2015,Stepha Bummfrey,sbummfreykb@qq.com,Dealership
Hummer,H3,1962,64707.86,New York,Javier Charlesworth,10/14/2020,Catie Sheircliffe,csheircliffekc@usgs.gov,Auction
Bentley,Continental,1900,21869.85,Chicago,Arne Lorenzetti,6/6/2008,Prentice Berrill,pberrillkd@go.com,Auction
GMC,Yukon,1925,18425.44,Chicago,Staffard Noon,1/18/2019,Nancee Meigh,nmeighke@mapy.cz,Online
Honda,Accord,1927,37425.85,Houston,Alastair Crummie,4/15/2007,Alwyn Brown,abrownkf@tmall.com,Auction
Chevrolet,Blazer,1964,62981.32,Chicago,Ennis Syddall,1/8/2001,Felicia Vokins,fvokinskg@friendfeed.com,Auction
Volkswagen,Fox,1912,16911.27,New York,Jameson Hatter,2/1/2022,Helaine Silber,hsilberkh@instagram.com,Online
Mercedes-Benz,SL-Class,1996,61100.2,Houston,Elonore Kidstoun,3/22/2002,Helen-elizabeth Antrag,hantragki@liveinternet.ru,Auction
Volvo,C70,1971,66765.12,New York,Bonita Shenfisch,2/20/2021,Dian D'Oyley,ddoyleykj@wsj.com,Auction
Porsche,928,2018,7146.91,Los Angeles,Lotti Arblaster,2/15/2003,Dyane Thome,dthomekk@zdnet.com,Dealership
Volkswagen,Eos,1944,40650.42,Miami,Aurie Presnall,6/9/2016,Dav Haggus,dhagguskl@businessweek.com,Auction
Pontiac,Grand Prix,2021,1288.43,Miami,Sholom Morecombe,4/16/2011,Baillie Calbaithe,bcalbaithekm@imdb.com,Dealership
Audi,A6,1956,29686.83,Chicago,Alyda Haggarty,3/14/2012,Marla Folkerts,mfolkertskn@netlog.com,Dealership
Chevrolet,Suburban 1500,1969,32309.36,Miami,Jessy Northedge,2/18/2009,Jennine Treace,jtreaceko@4shared.com,Auction
Oldsmobile,Bravada,2018,68457.05,Chicago,Ellissa Chillingsworth,11/30/2001,Cortie Britner,cbritnerkp@w3.org,Dealership
Chevrolet,Silverado 2500,1902,65954.77,Chicago,Oona Hankins,1/22/2000,Cayla Finding,cfindingkq@discuz.net,Auction
Mercedes-Benz,E-Class,1924,22643.52,New York,Stanley Hallgate,10/11/2000,Lennie Batkin,lbatkinkr@twitter.com,Dealership
Mitsubishi,Pajero,1921,73034.9,Miami,Cordy Volker,10/19/2021,Sharai O'Gavin,sogavinks@free.fr,Auction
Volvo,S40,1918,76046.84,Chicago,Spencer O' Finan,11/18/2004,Fleming Magister,fmagisterkt@gizmodo.com,Auction
Ford,Focus,1957,97872.7,Los Angeles,Dalila Gloster,12/3/2019,Marchall Facchini,mfacchiniku@istockphoto.com,Dealership
Geo,Prizm,1984,60514.59,Chicago,Zondra Brisland,3/2/2019,Wain Leadstone,wleadstonekv@clickbank.net,Dealership
Mercury,Villager,1966,87375.12,Houston,Anni Rings,12/6/2019,Quill Mattiato,qmattiatokw@homestead.com,Dealership
Chevrolet,Cobalt SS,1914,16265.47,New York,Aluino Kerwood,10/29/2022,Bradford Gooderham,bgooderhamkx@cornell.edu,Online
Toyota,Paseo,1970,8918.62,Los Angeles,Birch Frie,9/23/2012,Dollie Mapp,dmappky@harvard.edu,Dealership
Hyundai,Elantra,2006,25888.79,Los Angeles,Lyle Keegan,7/1/2007,Daryle Kenwood,dkenwoodkz@i2i.jp,Online
GMC,Savana 3500,1961,85911.79,Chicago,Abigale Pedrollo,7/30/2016,Tracey Lomax,tlomaxl0@phoca.cz,Online
Suzuki,Swift,2007,35947.12,Miami,Rolland Carrabott,9/6/2010,Vi Sherry,vsherryl1@chicagotribune.com,Online
Mazda,Mazdaspeed6,1914,92229.72,Chicago,Britt Willoughway,9/19/2013,Isahella Gasken,igaskenl2@java.com,Online
Infiniti,J,1920,71015.66,Los Angeles,Wade Styles,10/4/2018,Trumann Walklott,twalklottl3@fda.gov,Auction
Nissan,Frontier,1989,46117.43,Houston,Bradan Auten,11/22/2006,Tyne Friskey,tfriskeyl4@wunderground.com,Online
Chevrolet,Silverado 3500,1959,80888.97,Chicago,Kev Muehler,4/5/2019,Maudie Pontain,mpontainl5@spotify.com,Online
BMW,7 Series,1900,30795.46,Los Angeles,Marietta Kolakovic,2/22/2017,Courtney Robertucci,crobertuccil6@dedecms.com,Dealership
Chevrolet,Suburban 2500,1994,46199.3,Houston,Huey Balhatchet,9/20/2010,Rebecka Scotney,rscotneyl7@amazon.co.jp,Online
Mercedes-Benz,SL-Class,1919,16980.21,Los Angeles,Noemi Elizabeth,3/5/2019,Tiffanie Spatari,tspataril8@discovery.com,Online
Dodge,Ram Van 1500,2004,29695.28,Houston,Cory Shorthouse,5/22/2007,Denney Tasseler,dtasselerl9@stumbleupon.com,Auction
Mercury,Tracer,2004,81054.39,Miami,Chickie Verna,2/8/2006,Ameline Breakwell,abreakwellla@miibeian.gov.cn,Dealership
Lincoln,Mark LT,1934,38333.12,Miami,Donielle Wakefield,1/6/2011,Carlynne Rain,crainlb@forbes.com,Online
Morgan,Aero 8,1991,59872.35,Los Angeles,Luis Wivell,6/12/2019,Marlin Gimert,mgimertlc@springer.com,Online
Volkswagen,Jetta,1901,79208.34,Chicago,Brittany Albon,3/24/2004,Rhona Faulkner,rfaulknerld@abc.net.au,Auction
Buick,Century,1938,56876.93,Los Angeles,Lethia Schultz,6/16/2007,Valaree Bovingdon,vbovingdonle@auda.org.au,Dealership
Panoz,Esperante,1937,36027.33,Houston,Standford Dumbelton,2/11/2017,Judye Basnett,jbasnettlf@harvard.edu,Dealership
Chevrolet,Express 3500,1901,73623.03,Chicago,Stefania Clemot,11/17/2003,Daile Luberti,dlubertilg@clickbank.net,Online
Mercedes-Benz,CLS-Class,1943,14128.88,Chicago,Janey Dalyell,10/5/2009,Lorianne Studdard,lstuddardlh@dmoz.org,Dealership
Ford,Explorer,2008,35644.21,New York,Druci Rockhill,1/17/2008,Koressa Dytham,kdythamli@so-net.ne.jp,Auction
Jaguar,XJ,1907,37906.61,Los Angeles,Janina Ferrarin,11/13/2015,Jaclin FitzGibbon,jfitzgibbonlj@flavors.me,Dealership
Mercedes-Benz,G-Class,1906,20155.38,Chicago,Stefa Choffin,10/25/2011,Bennie Byrkmyr,bbyrkmyrlk@loc.gov,Dealership
Hummer,H1,1988,91410.86,Los Angeles,Bel Strettle,5/3/2016,Annamaria Chesshyre,achesshyrell@nba.com,Auction
Mazda,Miata MX-5,1991,33618.64,New York,Olympie Pilgram,11/27/2001,Rudie Meenan,rmeenanlm@cafepress.com,Online
Suzuki,Grand Vitara,1956,72369.59,Miami,Meridith Poulsum,11/17/2014,Zollie Lade,zladeln@i2i.jp,Auction
Dodge,Viper,2000,68573.31,Houston,Malcolm Gegay,3/25/2006,Henrik Fettis,hfettislo@dell.com,Auction
BMW,X5,1960,97416.04,Chicago,Gorden Rowett,3/2/2004,Corabelle Earle,cearlelp@paginegialle.it,Auction
Land Rover,Range Rover,1966,65124.92,Miami,Jourdain Kesten,8/5/2019,Trixie Maddigan,tmaddiganlq@adobe.com,Online
Subaru,Impreza,1908,20784.83,Miami,Donni Spalls,8/4/2019,Bennett Bithany,bbithanylr@auda.org.au,Dealership
Toyota,RAV4,1904,94012.72,Chicago,Aime Mayberry,1/11/2008,Bondon Kirlin,bkirlinls@comcast.net,Online
Ford,Aerostar,1998,21552.47,Miami,Dominick Richichi,1/27/2018,Sabra Scardifield,sscardifieldlt@gravatar.com,Auction
Cadillac,DeVille,1922,83979.8,Miami,Saunderson Ansteys,9/19/2015,Moise Zannolli,mzannollilu@drupal.org,Auction
Pontiac,Grand Prix,1970,9189.47,Miami,Kleon Coyne,12/8/2008,Garek Jeskin,gjeskinlv@cargocollective.com,Auction
Ford,Taurus,1994,49359.85,Los Angeles,Nanete Gozney,2/15/2021,Cynthy Fursse,cfursselw@google.nl,Auction
Audi,100,1972,90676.57,Los Angeles,Valerie Wheadon,11/22/2001,Mychal Wilstead,mwilsteadlx@nsw.gov.au,Auction
Volkswagen,GTI,1940,45161.8,Los Angeles,Adriane Wyard,12/11/2006,Brandea Madgwich,bmadgwichly@toplist.cz,Auction
Volkswagen,Eurovan,1996,97082.38,New York,Bette-ann Stonuary,9/20/2008,Janice Guerola,jguerolalz@google.ca,Online
Volkswagen,Eurovan,1988,97759.41,New York,Delmar Gillon,9/25/2004,Anna Cleobury,acleoburym0@privacy.gov.au,Auction
GMC,Sonoma,1964,24230.11,Miami,Raymund North,12/17/2008,Jermaine Bugby,jbugbym1@ovh.net,Auction
Chevrolet,Camaro,1909,87191.31,Houston,Rice Canto,10/7/2009,Marcellina Becarra,mbecarram2@baidu.com,Online
GMC,Sonoma,1991,58197.67,Miami,Sandro Dorsett,4/4/2005,Alisun Ledford,aledfordm3@themeforest.net,Online
Honda,Insight,1986,98384.08,Los Angeles,Randie Boatwright,11/22/2018,Hartley Feige,hfeigem4@adobe.com,Dealership
Volkswagen,Golf,1925,97581.16,Los Angeles,Erhart McFade,12/1/2019,Othello Praton,opratonm5@sakura.ne.jp,Online
Plymouth,Laser,1981,86547.76,Chicago,Nola Scurrah,12/14/2004,Anselm Hacker,ahackerm6@51.la,Auction
Pontiac,Grand Am,2013,30298.98,Miami,Deane Reven,11/24/2013,Kessia Coultard,kcoultardm7@unesco.org,Auction
Toyota,Tacoma,1947,16641.25,New York,Moritz Wilton,8/28/2017,Lucie McFaul,lmcfaulm8@stumbleupon.com,Auction
BMW,X5,1952,69000.52,Chicago,Orelie Tzarkov,2/11/2002,Jena De Giorgi,jdem9@bing.com,Online
Subaru,Outback,1919,93376.5,New York,Jordan Klein,10/3/2021,Doug Compfort,dcompfortma@un.org,Auction
Saturn,Aura,2001,10733.27,Chicago,Christiano Gretton,9/9/2005,Lydia MacColl,lmaccollmb@reuters.com,Dealership
Mitsubishi,Eclipse,1974,21489.68,New York,Neall Chellam,5/22/2015,Alane Hillyatt,ahillyattmc@adobe.com,Dealership
Volvo,S80,1984,85435.46,Chicago,Sargent Andrioni,4/23/2012,Audrye Curlis,acurlismd@ebay.co.uk,Auction
Pontiac,Grand Am,1977,5657.78,Los Angeles,Yasmeen Sainer,9/30/2006,Betteanne Indgs,bindgsme@bloglovin.com,Dealership
Buick,Coachbuilder,1912,76887.99,Houston,Byrom Riediger,12/2/2007,Michel Michele,mmichelemf@springer.com,Online
Mercury,Sable,2002,19605.37,Los Angeles,Inga Schonfeld,5/29/2019,Reider Asbery,rasberymg@umn.edu,Auction
Nissan,Altima,1906,45586.81,Los Angeles,Yankee Shakeshaft,7/17/2008,Ingemar Penvarden,ipenvardenmh@unblog.fr,Dealership
Dodge,Journey,1964,97179.56,Chicago,Janine Krause,9/30/2006,Barbabra Andrasch,bandraschmi@google.cn,Dealership
Dodge,Ram 3500,1924,46245.68,Chicago,Gerrilee Sebastian,9/28/2001,Carmelle Ritter,crittermj@cafepress.com,Dealership
Ford,Expedition EL,1961,65589.42,Los Angeles,Timofei Denholm,1/4/2013,Raimundo Brickhill,rbrickhillmk@google.fr,Online
Mazda,Miata MX-5,1962,8681.85,New York,Jessy Zollner,4/15/2012,Michal Gillcrist,mgillcristml@mit.edu,Auction
Subaru,Forester,1957,39738.35,Miami,Noreen Inmett,8/3/2001,Elisabet Truin,etruinmm@nasa.gov,Dealership
Saab,9000,1931,14233.02,Chicago,Krisha Appleyard,9/14/2011,Chadd Seals,csealsmn@simplemachines.org,Online
Dodge,Caravan,1972,31787.13,Los Angeles,Josephina Parsonage,3/30/2009,Marissa Napton,mnaptonmo@prlog.org,Dealership
GMC,3500,2010,78481.97,Chicago,Eula Trawin,8/3/2002,Andra Abley,aableymp@arstechnica.com,Online
Jeep,Cherokee,1963,49135.36,New York,Kariotta Platt,5/6/2021,Pyotr Zarfat,pzarfatmq@xing.com,Dealership
Toyota,Matrix,1910,31743.58,Houston,Justinn Streetley,9/4/2011,Elise Tolomelli,etolomellimr@google.com.au,Dealership
Toyota,Camry Hybrid,1948,91906.46,Houston,Yulma Oldacres,10/29/2019,Hester Grasser,hgrasserms@tripadvisor.com,Auction
Dodge,Ram Van 3500,1912,95802.38,Miami,Ted Nevins,5/3/2005,Talya Van Vuuren,tvanmt@dropbox.com,Auction
Chevrolet,Uplander,1988,84340.11,Houston,Selle Tresvina,5/19/2004,Bethena Etherton,bethertonmu@wunderground.com,Online
Infiniti,J,2005,59908.44,New York,Reg Petrasso,11/22/2012,Hanson McLeoid,hmcleoidmv@geocities.com,Online
Aston Martin,Virage,2003,92416.94,New York,Natasha Burghill,7/6/2009,Tobias Tippin,ttippinmw@yahoo.com,Auction
Jensen,Interceptor,2007,62373.31,New York,Alfons Domleo,12/11/2004,Ula Buntine,ubuntinemx@gmpg.org,Auction
Kia,Rio,2007,29346.01,New York,Heinrik Sedcole,8/10/2008,Josias Winger,jwingermy@usatoday.com,Online
Saab,9000,1969,12285.25,Chicago,Oberon Aries,8/29/2022,Sonnnie Kerton,skertonmz@census.gov,Dealership
Toyota,Land Cruiser,1977,34003.02,Los Angeles,Fae Canepe,12/21/2018,Sean Sizey,ssizeyn0@meetup.com,Dealership
Mercedes-Benz,SL-Class,1932,83806.38,Chicago,Silas Meeron,6/20/2012,Vergil Govett,vgovettn1@issuu.com,Auction
Audi,riolet,1973,46333.59,Chicago,Shaine Willwood,7/29/2017,Suzette Dymock,sdymockn2@hp.com,Online
Infiniti,G,1916,51112.38,Houston,Isidoro Pietraszek,5/5/2022,Ric Fernez,rfernezn3@wikimedia.org,Auction
BMW,5 Series,1900,71453.2,Chicago,Nevins Flury,2/3/2000,Olivier Hayton,ohaytonn4@exblog.jp,Dealership
Hyundai,Sonata,1945,69482.82,New York,Elly Merrall,5/8/2015,Susy Vorley,svorleyn5@eventbrite.com,Dealership
Mercedes-Benz,SL-Class,1951,62425.25,Chicago,Antonie Duck,8/5/2013,Ofella Crips,ocripsn6@plala.or.jp,Online
